Road,Number_of_Fees(sheet/day),Total_Parking_Hours(hours/day),Number_of_Parking_Space,Hours_per_sheet,Time_Start,Time_End,Interval,Space_efficiency
 立功路,44.52183908,144.7609195,50.38390805,3.251458667,9:00,17:00,8,35.90%
愛國東路,141.108046,213.0229885,106.7827586,1.509644521,7:00,20:00,13,15.30%
愛國西路,13.54245881,24.43092522,8.90747782,1.804024333,9:00,17:00,8,34.30%
安東街,11.73793103,20.26896552,5.075862069,1.726792009,7:00,20:00,13,30.70%
安東街16巷,52.74022989,108.0586207,58.46896552,2.048884143,7:00,20:00,13,14.20%
安東街40巷,40.90804598,84.93333333,26.55632184,2.07620118,7:00,20:00,13,24.60%
安和路二段,107.0915663,229.5453815,77.68514056,2.143449662,7:00,20:00,13,22.70%
安和路二段74巷,24.26193548,49.19354839,12.5716129,2.027601978,7:00,20:00,13,30.10%
安和路一段127巷含29弄,68.65977011,148.1425287,83.73563218,2.157632169,7:00,20:00,13,13.60%
安和路一段A,74.11644951,148.8387622,42.85830619,2.008174477,7:00,20:00,13,26.70%
安和路一段B(累進計時),41.5539335,72.52798054,18.7323601,1.745393864,7:00,20:00,13,29.80%
安康平面停車場,154.3599671,286.5749588,202.7446458,1.856536797,9:00,17:00,8,17.70%
安美街,19.66666667,32,42.07142857,1.627118644,9:00,17:00,8,9.50%
安西街,20.31724138,33.9862069,24.66206897,1.672776646,9:00,17:00,8,17.20%
安祥平面停車場,24.02643678,50.9954023,9.750574713,2.122470459,7:00,20:00,13,40.20%
八德路2段174巷含11弄,23.21149425,42.36551724,26.38275862,1.825195603,7:00,20:00,13,12.40%
八德路2段199巷,28.70114943,48.14482759,19.11724138,1.677452944,7:00,20:00,13,19.40%
八德路2段210巷,41.39215686,58.24400871,46.98474946,1.407126691,7:00,20:00,13,9.50%
八德路2段218巷,36.06436782,65.13103448,36.07126437,1.805966344,7:00,20:00,13,13.90%
八德路二段167巷,18.15172414,32.81149425,12.3908046,1.807624113,7:00,20:00,13,20.40%
八德路二段451巷,37.77600979,74.95716034,19.3880049,1.984252989,7:00,20:00,13,29.70%
八德路二段臨時平面,8.338319908,16.38089758,4.539700806,1.964532156,9:00,17:00,8,45.10%
八德路二段A,25.90773406,41.39484396,14.69606513,1.597779407,7:00,20:00,13,21.70%
八德路二段B,43.36528222,51.39510117,30.85516507,1.185166994,7:00,20:00,13,12.80%
八德路三段,38.34081042,53.41968162,27.25253256,1.393285145,7:00,20:00,13,15.10%
八德路四段,33.63914121,52.62262593,21.50206441,1.56432727,7:30,20:00,12.7,19.30%
八德路四段17巷,9.970046083,24.61059908,3.725806452,2.468453894,7:00,20:00,13,50.80%
八德路一段,12.38899431,9.611005693,22.4288425,0.775769643,9:00,16:00,7,6.10%
八德路一段43巷,7.852295409,10.0758483,8.700598802,1.283172344,7:00,20:00,13,8.90%
八德路一段43巷(機車),191.9884615,154.7134615,179.2365385,0.805847707,12:00,20:00,8,10.80%
八德路一段北側,34.74621212,28.01893939,27.46780303,0.806388314,12:00,20:00,8,12.80%
百齡槌球場,105.721709,43.41108545,426.3799076,0.410616569,9:00,17:00,8,1.30%
百齡堤外停車場A,130.1388889,54.87268519,504.2974537,0.421647101,9:00,17:00,8,1.40%
百齡堤外停車場B,30.15850816,16.00932401,154.5641026,0.530839388,9:00,17:00,8,1.30%
百齡橋堤外足球場,38.48,38.48,23.76,1,9:00,17:00,8,20.20%
保安街,34.40338164,52.852657,30.9178744,1.536263428,9:00,17:00,8,21.40%
寶興街,83.92988506,162.1091954,106.7988506,1.931483586,9:00,17:00,8,19.00%
北安路,112.9260042,131.3995772,72.43340381,1.16359007,10:00,18:00,8,22.70%
北安路458巷41弄,125.0621359,184.6601942,109.9067961,1.47654758,10:00,18:00,8,21.00%
北安路458巷47弄,124.8873563,188.5701149,162.6528736,1.509921585,10:00,18:00,8,14.50%
北安路554巷,38.67126437,52.45977011,23.45977011,1.35655689,10:00,18:00,8,28.00%
北安路770巷,26.52643678,49.87816092,64.73103448,1.880318918,10:00,18:00,8,9.60%
北寧路,20.15226689,40.11890505,10.49529512,1.990788692,13:00,20:00,7,54.60%
北平東路,123.1583221,217.6454668,143.8294993,1.76720065,7:00,20:00,13,11.60%
北平西路（逸仙公園南側）,66.86574074,66.86574074,142.8333333,1,9:00,17:00,8,5.90%
北平西路A,146.5506912,146.5506912,197.5437788,1,0:00,9:00,9,8.20%
北投磺港溪廣場,119.712313,123.1898734,49.7456847,1.029049313,9:00,17:00,8,31.00%
北投路1段,64.97,64.97,161.92,1,9:00,17:00,8,5.00%
北投路2段,37.97,37.97,81.16,1,9:00,17:00,8,5.80%
濱江街,41.52783505,62.67835052,88.35257732,1.509309369,9:00,17:00,8,8.90%
濱江街路邊停車場,50.63541667,40.01157407,239.0474537,0.79018949,8:00,22:00,14,1.20%
濱江街路邊停車場A,33.01382488,25.85714286,97.40322581,0.783221664,9:00,17:00,8,3.30%
濱江橋下停車場,14.83009079,31.55252918,15.73281453,2.127601889,7:00,21:30,14.5,13.80%
博愛路A（計時）,58.22401848,81.46882217,51.67205543,1.399230495,9:00,17:00,8,19.70%
博愛路B（含機車）,94.93266833,96.74314214,108.3740648,1.019071136,9:00,17:00,8,11.20%
博愛路C（累進計時）,87.00698487,127.3573923,106.9383003,1.463760553,7:00,20:00,13,9.20%
昌吉街,46.08821233,74.83762685,53.60577674,1.623791053,9:00,17:00,8,17.50%
常德街（機車計次）,307.5333333,307.5333333,119.862069,1,9:00,17:00,8,32.10%
潮州街,56.81494253,110.3448276,34.5862069,1.942179692,7:00,20:00,13,24.50%
成都路A,29.39310345,69.57701149,36.57931034,2.367120288,9:00,17:00,8,23.80%
成都路B,201.8251928,204.842545,134.907455,1.014950325,11:00,19:00,8,19.00%
成福路,15.25,34.08333333,24.30555556,2.234972678,9:00,17:00,8,17.50%
成功路1段,47.475,87.325,91.4,1.839389152,7:00,20:00,13,7.30%
成功路2段,55.46268657,98.38059701,71.01492537,1.773815931,9:00,17:00,8,17.30%
成功路3段,32.93283582,58.61940299,64.70149254,1.779968276,9:00,17:00,8,11.30%
成功路三段,44.33333333,65.4045977,28.65747126,1.475291677,10:00,16:00,6,38.00%
成功路四段,88.6191067,128.7059553,90.84119107,1.452349952,7:00,20:00,13,10.90%
成功路五段,103.9034483,161.6218391,184.3057471,1.555500243,9:00,17:00,8,11.00%
承德堤外,153.1324675,44.36883117,684.5090909,0.289741502,9:00,17:00,8,0.80%
承德路二段75巷,11.71744472,29.63144963,13.5036855,2.52883204,9:00,17:00,8,27.40%
承德路二段91巷,8.896073903,21.81293303,7.84295612,2.451973001,9:00,17:00,8,34.80%
承德路二段A,69.17065637,84.33899614,106.4833977,1.219288649,9:00,17:00,8,9.90%
承德路二段B,18.70822281,17.95623342,18.09018568,0.959804339,9:00,17:00,8,12.40%
承德路六段,74.43572985,30.08061002,359.2941176,0.404115202,10:00,16:00,6,1.40%
承德路七段,71.75057471,26.65287356,163.937931,0.371465646,9:00,17:00,8,2.00%
承德路三段,50.21767068,67.2497992,65.45140562,1.33916604,9:00,17:00,8,12.80%
承德路三段208巷,29.85632184,46.05632184,28.44942529,1.542598653,9:00,17:00,8,20.20%
承德路三段283巷,24.11724138,35.43678161,14.50344828,1.469354685,9:00,17:00,8,30.50%
承德路三段285巷,51.12,100.24,82.96,1.960876369,9:00,17:00,8,15.10%
承德路四段179巷含機車,90.55734767,105.0734767,121.6227599,1.160297639,12:00,20:00,8,10.80%
承德路四段195巷含機車,80.68139963,103.2642726,83.05801105,1.279901849,12:00,20:00,8,15.50%
承德路四段58巷,18.18518519,34.18518519,25.94074074,1.879837067,9:00,17:00,8,16.50%
承德路四段77巷,11.21126761,12.20120724,5.3138833,1.088298636,7:00,20:00,13,17.70%
承德路四段A,107.2847844,165.0968267,81.75101709,1.538865251,7:00,20:00,13,15.50%
承德路四段B含機車,23.312074,34.25511198,30.51752678,1.469415032,12:00,20:00,8,14.00%
承德路一段,7.940740741,0.637037037,7.679012346,0.080223881,9:00,17:00,8,1.00%
崇德街,19.24,40,16.66,2.079002079,9:00,17:00,8,30.00%
崇仁路1段,2.25,2.25,2.25,1,9:00,17:00,8,12.50%
大安路二段,213.7700893,361.5357143,145.8526786,1.691236204,7:00,20:00,13,19.10%
大安路一段,96.0591174,160.4679434,54.6877602,1.670512365,7:00,20:00,13,22.60%
大道路,48.75260208,90.08807046,66.1008807,1.847861788,9:00,17:00,8,17.00%
大東路,28.23454545,52.65363636,23.45090909,1.864865735,9:00,17:00,8,28.10%
大湖山莊街,107.8888889,192.7222222,354.6666667,1.786302781,9:00,17:00,8,6.80%
大佳公園八號水門堤外平面大車停車場,27.25,8.41509434,90.87971698,0.308810801,9:00,17:00,8,1.20%
大佳公園八號水門堤外平面小車停車場,124.2467949,37.66346154,372.9487179,0.303134271,9:00,17:00,8,1.30%
大佳河濱公園,64.19556714,26.86179922,741.4498044,0.41843698,9:00,22:00,13,0.30%
大龍街,40.6954023,56.6045977,37.38505747,1.390933484,9:00,17:00,8,18.90%
大南路(含285巷),8.76091954,13.7954023,5.544827586,1.574652322,9:00,17:00,8,31.10%
大業路,53,53,418.5,1,9:00,17:00,8,1.60%
大直街,12.05287356,20.05977011,6.531034483,1.664314324,10:00,18:00,8,38.40%
丹陽街,47.22988506,67.45977011,28.02758621,1.42832806,7:00,20:00,13,18.50%
稻香路,47.33333333,47.33333333,153.8333333,1,9:00,17:00,8,3.80%
德惠街,59.77120823,108.6426735,45.3688946,1.817642252,7:00,20:00,13,18.40%
德惠街B,18.94636964,32.31930693,16.66419142,1.70583112,9:00,17:00,8,24.20%
德行東路,204.1394336,273.1394336,277.2298475,1.338004269,9:00,17:00,8,12.30%
德行東路109巷,15.83870968,18.06451613,14.38709677,1.140529532,9:00,17:00,8,15.70%
德行西路,61.80842105,109.3978947,68.45052632,1.769951293,9:00,17:00,8,20.00%
堤頂大道二段407巷及20弄,55.04250559,68.34787472,183.1096197,1.241728987,9:00,17:00,8,4.70%
堤頂大道二段A東側,89.95967742,140.0253456,148.7465438,1.556534546,9:00,17:00,8,11.80%
堤頂大道西側,78.18708609,107.6274834,219.0099338,1.376537851,10:00,18:00,8,6.10%
堤頂大道一段,54.13519814,108.986014,75.96503497,2.013219084,9:00,17:00,8,17.90%
迪化街一段A,37.81232877,41.93013699,48.93013699,1.108901206,9:00,17:00,8,10.70%
迪化街一段B,34.8675,39.4625,27.17,1.131784613,9:00,17:00,8,18.20%
東明街,36.74193548,85.67741935,75.19354839,2.331870061,9:00,17:00,8,14.20%
東山路,74.38095238,178.0714286,400.5714286,2.394046095,9:00,17:00,8,5.60%
東新街,55.02352941,90.38823529,188.9294118,1.642719692,9:00,17:00,8,6.00%
東興路,16.53803596,29.26141079,15.66804979,1.769340135,7:00,20:00,13,14.40%
東園街35巷,57.81149425,137.6885057,90.54482759,2.381680452,9:00,17:00,8,19.00%
東園街67巷,8.659770115,19.17931034,12.27586207,2.214759756,9:00,17:00,8,19.50%
東園街73巷,10.91954023,22.52643678,14.12413793,2.062947368,9:00,17:00,8,19.90%
敦化北路199巷,92.76666667,171.2137931,52.49770115,1.845639164,7:00,20:00,13,25.10%
敦化南路二段81巷,64.66781609,140.054023,31.97471264,2.165745365,7:00,20:00,13,33.70%
敦煌路平面停車場,13.54033771,27.98123827,12.18011257,2.06650963,9:00,17:00,8,28.70%
敦煌路A,31.99211978,52.40031521,60.84948779,1.637913198,9:00,17:00,8,10.80%
敦煌路B（慶昌橋下）,71.87070938,148.6864989,131.721968,2.068805222,9:00,17:00,8,14.10%
峨嵋街A,16.12516644,28.37416778,17.23035952,1.759620149,9:00,17:00,8,20.60%
峨嵋街B,207.8585034,237.0319728,140.9183673,1.140352542,9:00,21:00,12,14.00%
兒童新樂園南側,8.902439024,14.09756098,8.975609756,1.583561644,8:00,22:00,14,11.20%
芳蘭路A,101.6314363,101.6314363,324.6829268,1,9:00,17:00,8,3.90%
廢鐵道平面,451.151865,956.4413854,355.6802842,2.11999874,7:00,22:00,15,17.90%
福港街,19.67281106,37.33410138,17.32603687,1.89775123,9:00,17:00,8,26.90%
福港街199巷,21.30114943,37.17931034,22.06896552,1.745413339,9:00,17:00,8,21.10%
福和橋東側橋邊,25.47126437,66.45057471,46.52873563,2.608844765,9:00,17:00,8,17.90%
福林公園平面大車,39.69202226,27.04081633,12.54174397,0.681265775,9:00,17:00,8,27.00%
福志路,118.9989071,276.5923497,254.020765,2.324326807,7:00,20:00,13,8.40%
福中公園周邊,32.43218391,65.82988506,28.9816092,2.029770343,9:00,17:00,8,28.40%
福州街,47.76736672,78.72051696,33.43376414,1.647997835,9:00,17:00,8,29.40%
福州街廣場,69.08045977,158.5908046,97.92873563,2.295740433,9:00,17:00,8,20.20%
福州街A,13.24193548,21.67741935,3.870967742,1.637028015,9:00,17:00,8,70.00%
撫順街,4.427648579,5.029715762,2.69250646,1.13597899,9:00,17:00,8,23.40%
撫順街41巷,83.2,204.44,158.1,2.457211538,9:00,17:00,8,16.20%
撫遠街,46.39748954,76.35564854,75.83598326,1.645684913,7:00,20:00,13,7.70%
富錦街107巷,73.54712644,254.5241379,113.9954023,3.460694527,9:00,17:00,8,27.90%
富錦街359巷,6.908114558,14.47613365,5.072792363,2.095525998,9:00,17:00,8,35.70%
富錦街359巷2弄,62.5,355,159,5.68,9:00,17:00,8,27.90%
富錦街359巷3弄,23.5,146.5,24,6.234042553,9:00,17:00,8,76.30%
富錦街429巷,16.5,92.5,16.5,5.606060606,9:00,17:00,8,70.10%
富錦街A,218.8755981,512.6778309,439.9170654,2.342325209,9:00,17:00,8,14.60%
富錦街B,133.8852755,218.2484192,133.2384824,1.630115174,9:00,17:00,8,20.50%
富康街1巷,63.09195402,156.5517241,151.8206897,2.481326289,9:00,17:00,8,12.90%
富康街1巷16弄,45.91546392,110.9484536,59.33608247,2.416363555,9:00,17:00,8,23.40%
富民街155巷,12.46635731,14.63573086,18.9512761,1.174018239,9:00,17:00,8,9.70%
富陽街,32.44,62.54,65.12,1.927866831,9:00,17:00,8,12.00%
復興北路430巷,27.37931034,48.83908046,31.00689655,1.78379513,9:00,17:00,8,19.70%
復興北路488巷,31.94712644,65.92413793,32.21609195,2.063538893,9:00,17:00,8,25.60%
復興北路A,29.70765472,51.3990228,15.33713355,1.730160906,7:00,20:00,13,25.80%
復興北路B,66.29190341,99.94034091,46.07954545,1.507579897,7:00,20:00,13,16.70%
復興北路C,22.35573411,34.92257122,9.720233747,1.562130371,7:00,20:00,13,27.60%
復興南路二段,35.79823455,45.21059269,23.10970996,1.262927998,7:00,20:00,13,15.00%
復興南路二段148巷,43.58731538,74.75152042,23.64378801,1.714983356,7:00,20:00,13,24.30%
復興南路二段151巷,66.92080745,123.4534161,39.63509317,1.844768777,7:00,20:00,13,24.00%
復興南路一段126巷,23.24423963,42.43202765,12.79723502,1.825485726,7:00,19:00,12,27.60%
復興南路一段135巷,56.02528736,86.11724138,32.35862069,1.537113783,7:00,20:00,13,20.50%
復興南路一段A,27.10559796,38.90330789,15.86513995,1.435249941,7:00,20:00,13,18.90%
復興南路一段B,18.56718193,20.86920333,8.917954816,1.123983349,7:00,20:00,13,18.00%
甘谷街,3.777777778,10.38888889,3.888888889,2.75,7:00,20:00,13,20.50%
甘州街,51.96551724,74.32643678,50.93103448,1.43030303,9:00,17:00,8,18.20%
港華街,29.53125,80.625,38.15625,2.73015873,9:00,17:00,8,26.40%
港墘路,16.24371859,27.59798995,14.8781407,1.698994586,9:00,17:00,8,23.20%
港墘路221巷,82.03229527,113.4798155,153.3621684,1.383355361,0:00,9:00,9,8.20%
公園路A（計時）,18.56120092,32.51963048,13.56351039,1.752021899,9:00,17:00,8,30.00%
公園路B（含機車）,107.6905089,107.7757909,74.51856946,1.000791917,9:00,17:00,8,18.10%
牯嶺街A,104.4080068,201.088586,100.1950596,1.925988171,9:00,17:00,8,25.10%
牯嶺街YB0,46.95862069,101.8942529,52.70574713,2.169873207,9:00,17:00,8,24.20%
牯嶺街ZB0,14.99463087,25.57852349,12.7852349,1.705845493,9:00,17:00,8,25.00%
關渡路,42.1875,42.1875,104.0625,1,9:00,17:00,8,5.10%
觀山堤外（5號水門）,160.0390805,58.93218391,487.0804598,0.368236207,10:00,12:00,2,6.00%
觀山堤外（6號水門）,151.2655172,62.95402299,699.4413793,0.416182248,9:00,17:00,8,1.10%
館前路（含機車）,67.60167364,68.04016736,53.84100418,1.006486433,9:00,17:00,8,15.80%
光復北路,154.4675926,273.6219136,279.7469136,1.771387182,7:00,20:00,13,7.50%
光復北路11巷,58.58121159,119.7647059,37.9499561,2.044421797,7:00,20:00,13,24.30%
光復北路190巷,72.50344828,171.7195402,97.76551724,2.368432734,9:00,17:00,8,22.00%
光復北路230巷,20.7079646,43.12630732,21.63234111,2.082595183,7:00,20:00,13,15.30%
光復南路A,15.72119816,22.4078341,7.33640553,1.425326103,7:00,19:00,12,25.50%
光復南路B,41.53522267,71.41376518,32.89959514,1.719354336,7:00,20:00,13,16.70%
光明路,18.13,17.18,30.93,0.947600662,9:00,17:00,8,6.90%
廣州街218巷,26.53381643,62.0531401,40.38164251,2.338643605,9:00,17:00,8,19.20%
廣州街8巷,139.5338753,173.0243902,113.4065041,1.240017091,9:00,17:00,8,19.10%
廣州街A,71.24884438,92.32357473,59.97226502,1.295790487,9:00,17:00,8,19.20%
廣州街B,49.31336406,53.95852535,28.4124424,1.094196804,9:00,17:00,8,23.70%
歸綏街,47.43646865,60.18564356,43.02557756,1.268763154,9:00,17:00,8,17.50%
桂林路,21.7727797,38.32641292,24.89042676,1.7602903,9:00,17:00,8,19.20%
桂林路堤外平面,39.44831591,15.48432056,166.8373984,0.392521714,11:00,14:00,3,3.10%
貴陽街二段,65.23492561,122.8175411,74.27016445,1.882696117,9:00,17:00,8,20.70%
貴陽街一段,56.24615385,98.56094675,57.94319527,1.752314425,9:00,17:00,8,21.30%
國興路,39.11093117,91.91497976,48.56356275,2.350109726,9:00,17:00,8,23.70%
哈密街,11.86285056,18.07721859,9.074529389,1.523851161,9:00,17:00,8,24.90%
哈密街59巷56弄,14.38,27.2,20,1.891515994,9:00,17:00,8,17.00%
漢口街二段,309.5434193,311.7632293,282.0630936,1.00717124,11:00,21:00,10,11.10%
漢口街一段B（含機車）,183.7873163,183.837587,161.5042537,1.000273526,10:00,17:00,7,16.30%
漢口街一段C（含機車）,117.8698573,118.4466835,110.0403023,1.004893755,7:00,20:00,13,8.30%
漢中街B,160.3517495,160.3517495,116,1,9:00,21:00,12,11.50%
杭州北路,77.60339506,112.4675926,49.89351852,1.44926124,7:00,20:00,13,17.30%
杭州南路二段,106.7580972,146.4736842,82.01720648,1.372014752,7:00,20:00,13,13.70%
杭州南路二段-大車場,80.11547344,62.60508083,98.4665127,0.781435572,9:00,17:00,8,7.90%
杭州南路二段25巷,83.91264368,131.4586207,89.91264368,1.566612788,9:00,17:00,8,18.30%
杭州南路一段,107.2210938,138.934375,81.45390625,1.295774648,7:00,18:00,11,15.50%
合江街,5.660899654,11.55594002,3.880046136,2.041361043,9:00,17:00,8,37.20%
和平東路二段,31.7211838,23.8894081,2.269470405,0.753105819,7:00,22:00,15,70.20%
和平東路二段76巷,47.7127907,119.0406977,48.62906977,2.494943095,9:00,17:00,8,30.60%
和平東路二段90巷,4.647887324,10.01173709,2.549295775,2.154040404,9:00,17:00,8,49.10%
和平東路二段96巷,44.93663594,107.2327189,41.57834101,2.386309448,9:00,17:00,8,32.20%
和平東路三段228巷,20.96677472,43.32495948,20.13290113,2.066362617,9:00,17:00,8,26.90%
和平東路三段A(一般),30.75058457,58.50272798,47.06547155,1.902491572,8:00,17:00,9,13.80%
和平東路一段,78.58455285,106.1154472,51.75934959,1.350334682,7:00,20:00,13,15.80%
和平西路二段,76.51271186,128.4076271,114.1991525,1.678252201,9:00,17:00,8,14.10%
和平西路二段104巷,4.572700297,4.801186944,6.089020772,1.049967554,9:00,17:00,8,9.90%
和平西路三段,30.24232887,39.59716758,34.04484658,1.30932931,9:00,17:00,8,14.50%
和平西路一段,20.34829593,36.27514547,18.56359102,1.782711712,9:00,17:00,8,24.40%
衡陽路（含機車）,23.03817427,25.17510373,17.52780083,1.092756025,9:00,17:00,8,18.00%
後港街134巷,26.06912442,60.08294931,27.32949309,2.304755171,9:00,17:00,8,27.50%
湖口街,49.13333333,87.68045977,58.92413793,1.784541244,9:00,17:00,8,18.60%
葫蘆街,43.94444444,98.72222222,84.66666667,2.246523388,9:00,17:00,8,14.60%
華齡街（含185巷）,85.01355932,149.6389831,164.0728814,1.760177838,9:00,17:00,8,11.40%
華榮市場,142.8563218,248.1931034,127.9195402,1.737361709,9:00,17:00,8,24.30%
華亭街,25.81524548,49.61886305,32.77648579,1.922075972,8:00,17:00,9,16.80%
華中堤外平面場,60.51501155,24.43879908,191.6120092,0.403846888,9:00,17:00,8,1.60%
懷寧街A,45.21139102,88.73384447,43.01204819,1.962643539,9:00,17:00,8,25.80%
懷寧街B（含機車）,869.8101545,869.8101545,918.3046358,1,9:00,17:00,8,11.80%
環河北路3段,20.94444444,47.38888889,86.88888889,2.262599469,9:00,17:00,8,6.80%
環河北路堤外（3號水門堤外）小型車,83.87054409,220.3714822,1136.266417,2.627519406,7:00,16:00,9,2.20%
環河北路堤外（5號水門堤外）,49.57984293,90.31151832,101.3573298,1.821536999,7:00,20:00,13,6.90%
環河北路堤外（5號水門牆邊）,59.31766917,165.8477444,157.3458647,2.795924834,7:00,16:00,9,11.70%
環河南路堤外防汛道,74.37471264,28.16321839,222.5942529,0.378666584,9:00,17:00,8,1.60%
環河南路二段A,87.99427262,153.8098511,138.1981672,1.74795298,9:00,17:00,8,13.90%
環河南路二段B,71.38116592,109.4372197,74.26008969,1.533138585,3:00,9:00,6,24.60%
環河南路二段C,8.901307967,15.45897741,7.160523187,1.736708523,9:00,17:00,8,27.00%
環河南路橋下A,183.3517241,436.2206897,498.7011494,2.379146919,9:00,17:00,8,10.90%
環河南路橋下B,46.10574713,102.5586207,110.4298851,2.224421619,9:00,17:00,8,11.60%
環河南路橋下C,45.17824074,95.54166667,79.83333333,2.114771737,9:00,17:00,8,15.00%
環河南路三段,64.89655172,140.0126437,101.1793103,2.157474318,9:00,17:00,8,17.30%
環南市場甲-丁棟地下室,28.57947686,75.84909457,179.4527163,2.653970712,3:00,9:00,6,7.00%
環南市場內內環道路,83.80269058,87.86995516,106.367713,1.048533818,3:00,9:00,6,13.80%
環山路1段,83.77083333,174.5,156.8333333,2.083063914,9:00,17:00,8,13.90%
環山路2段,71.29411765,148.5176471,178.4235294,2.083168317,9:00,17:00,8,10.40%
環山路3段,40.56989247,92.60215054,95.84946237,2.282533793,7:00,20:00,13,7.40%
磺港路,57.17142857,57.17142857,186.2714286,1,9:00,17:00,8,3.80%
磺溪街,50.359447,88.44470046,46.28571429,1.756268302,9:00,17:00,8,23.90%
惠安街,89.30114943,102.4574713,86.70344828,1.147325336,10:00,16:00,6,19.70%
惠安街A,7.32155477,11.08480565,9.081272085,1.513996139,9:00,17:00,8,15.30%
惠民街,58.76565465,126.2779886,67.41840607,2.148839988,9:00,17:00,8,23.40%
