Road,Number_of_Fees(sheet/day),Total_Parking_Hours(hours/day),Number_of_Parking_Space,Hours_per_sheet,Time_Start,Time_End,Interval,Space_efficiency
新湖2路A,89.03448276,116.9137931,148.2758621,1.313129357,9:00,17:00,8,9.90%
新湖2路B,118.8550725,181.0724638,186.4347826,1.523472747,9:00,17:00,8,12.10%
新湖二路,245.6256831,428.068306,427.0218579,1.742766883,9:00,17:00,8,12.50%
新湖二路146巷,46.28505747,77.72643678,35.51034483,1.679298699,9:00,17:00,8,27.40%
新湖二路191巷,34.09885057,82.37701149,34.28735632,2.415829569,11:00,17:00,6,40.00%
新湖二路250巷,31.60229885,79.42988506,23.24137931,2.51342111,9:00,17:00,8,42.70%
新湖二路282巷,7.09478673,12.02843602,48.50236967,1.695390782,9:00,17:00,8,3.10%
新湖二路295巷,12.77699531,20.50704225,22.79577465,1.604997244,9:00,17:00,8,11.20%
新湖三路,160.4942529,260.1931034,437.7862069,1.621198883,9:00,17:00,8,7.40%
新湖三路219巷(無名巷三),37.16321839,106.9287356,36.73563218,2.87727329,9:00,17:00,8,36.40%
新湖一路,252.8333333,481.3715847,695.0601093,1.903908707,9:00,17:00,8,8.70%
新湖一路339巷,12.95854922,24.06735751,23.34196891,1.857257097,10:00,16:00,6,17.20%
新湖一路358巷及27弄,25.40689655,48.83218391,31.14712644,1.922005067,11:00,17:00,6,26.10%
新民街,17.49043062,31.74521531,12.90789474,1.815004787,7:00,20:00,13,18.90%
新明路,97.24832215,187.1275168,135.7852349,1.924223602,9:00,17:00,8,17.20%
新生北路1段兩側,156.0504673,125.9943925,97.63364486,0.807395163,7:00,20:00,13,9.90%
新生北路二段28巷,15.79490806,25.96039604,8.021216407,1.643592729,7:00,20:00,13,24.90%
新生北路橋下外圍,186.992891,358.0924171,228.0521327,1.915005513,7:00,20:00,13,12.10%
新生北路三段,31.52183908,61.63448276,82.01149425,1.955294632,9:00,17:00,8,9.40%
新生北路三段Y00,10.33101852,17.90509259,19.35416667,1.733139144,9:00,17:00,8,11.60%
新生北路三段Z00,3.07977208,5.977207977,1.219373219,1.94079556,7:00,20:00,13,37.70%
新生北路一段,42.7700831,57.35734072,23.66204986,1.341062176,7:00,21:00,14,17.30%
新生北橋側,155.3717328,324.3262343,141.2981607,2.087421105,7:00,18:00,11,20.90%
新生北橋下A(六),393.124502,823.9472112,406.1772908,2.095893812,0:00,23:59,24,8.50%
新生北橋下A(七),166.7838645,333.3894422,171.4133466,1.998931031,7:00,22:00,15,13.00%
新生北橋下B(四),101.6324701,223.5587649,103.6513944,2.199678554,0:00,23:59,24,9.00%
新生北橋下B(五),88.08366534,186.5737052,54.26992032,2.118141933,0:00,23:59,24,14.30%
新生北橋下C(二),69.88545817,167.7908367,79.28784861,2.40094064,7:00,22:00,15,14.10%
新生北橋下C(三),59.01095618,131.438247,54.10956175,2.227353284,7:00,21:30,14.5,16.80%
新生北橋下D(一),352.809761,792.4033865,457.186255,2.245979205,7:00,21:30,14.5,12.00%
新生廣場A,100.998008,160.8655378,78.3247012,1.592759512,7:00,21:00,14,14.70%
新生南路三段,29.5106929,37.49101796,13.42600513,1.270421474,9:00,17:00,8,34.90%
新生南路一段,99.74157303,80.02059925,83.1423221,0.802279299,12:00,20:00,8,12.00%
新行一機車平面停車場,42.875,21.1875,196.25,0.494169096,9:00,20:00,11,1.00%
新中街,95.10517241,150.0965517,96.29827586,1.578216494,7:00,20:00,13,12.00%
新中街52巷,29.5,162,44,5.491525424,9:00,17:00,8,46.00%
信安街,63.1583265,151.8769483,84.12059065,2.404701909,9:00,17:00,8,22.60%
信陽街（機車計次）,203.3441109,203.3441109,174,1,9:00,17:00,8,14.60%
信義路二段,53.67554859,70.96708464,38.6645768,1.322149219,9:00,17:00,8,22.90%
信義路二段44巷,8.588855422,13.43222892,7.38253012,1.56391373,9:00,17:00,8,22.70%
信義路四段186巷,63.44597701,142.7885057,40.6045977,2.250552556,7:00,20:00,13,27.10%
信義路四段199巷,24.07586207,50.25747126,19.28735632,2.087463,9:00,17:00,8,32.60%
信義路五段150巷,59.51264368,135.645977,87.51724138,2.279279975,9:00,17:00,8,19.40%
信義路五段150巷401弄,67.78502879,194.9443378,124.0038388,2.875920263,9:00,17:00,8,19.70%
信義路五段150巷平面,12.83583815,33.22080925,22.95722543,2.588129334,9:00,17:00,8,18.10%
信義路五段91巷(含12弄及15弄),10.15763547,22.33497537,5.312807882,2.198836081,7:00,20:00,13,32.30%
星雲街,67.33333333,133.6403509,81.70175439,1.984757686,9:00,17:00,8,20.40%
行愛路,124.5425287,175.8597701,257.5609195,1.412045924,9:00,17:00,8,8.50%
行愛路141巷,66.92643678,129.983908,102.5563218,1.942190774,9:00,17:00,8,15.80%
行愛路77巷,68.27816092,119.2827586,84.13563218,1.747011885,9:00,17:00,8,17.70%
行愛路78巷,48.61149425,104.6643678,59.16091954,2.153078596,10:00,17:00,7,25.30%
行善路,112.9885057,224.1931034,129.7310345,1.984211597,9:00,17:00,8,21.60%
行善路111巷,28.56,63.93,33.15,2.238445378,9:00,17:00,8,24.10%
行善路168巷,49.79493088,132.1935484,79.90322581,2.65475915,9:00,17:00,8,20.70%
行善路48巷,33.52643678,82.12643678,34.85057471,2.449602304,9:00,17:00,8,29.50%
行善路59巷20弄,15.18,39.26,18.4,2.58629776,9:00,17:00,8,26.70%
行善路59巷40弄,22.7,54.48,29.76,2.4,9:00,17:00,8,22.90%
行一大客車平面停車場,202.2830882,178.0808824,41.61397059,0.880354774,0:00,23:59,24,17.80%
行一機車平面停車場,210.9759825,181.5851528,454.9257642,0.860691111,0:00,23:59,24,1.70%
行忠路,149.8643678,284.9448276,508.1425287,1.901351414,9:00,17:00,8,7.00%
行忠路(大型車),10.24096386,9.337349398,14.77590361,0.911764706,9:00,17:00,8,7.90%
行忠路28巷,46.82949309,77.03917051,44.93087558,1.64509939,9:00,17:00,8,21.40%
行忠路66巷,15.10854503,27.25404157,24.42263279,1.803882605,9:00,17:00,8,13.90%
行忠路72巷,13.48372093,23.55348837,29.83953488,1.746809245,9:00,17:00,8,9.90%
興安街Y00,6.281430219,15.34832757,2.039215686,2.44344473,7:00,20:00,13,57.90%
興安街Z00,163.9554849,253.9507154,121.3839428,1.548900396,7:00,20:00,13,16.10%
興東街,9.466292135,16.28792135,6.886235955,1.720623145,9:00,17:00,8,29.60%
興華路,40.408,41.288,36.90933333,1.021777866,9:00,17:00,8,14.00%
興隆路2段,42.10144928,59.73188406,65.02898551,1.418760757,9:00,21:00,12,7.70%
興隆路3段,66.34920635,112.031746,79.47619048,1.688516746,9:00,17:00,8,17.60%
興隆路4段,86.78767123,132.2739726,104.2465753,1.524110173,9:00,17:00,8,15.90%
興隆路一段,81.62087912,135.9846154,120.4120879,1.666051834,9:00,17:00,8,14.10%
興義街,50.63448276,104.7149425,67.79195402,2.068055934,10:00,16:00,6,25.70%
興中路,50.83730159,68.48015873,77.2202381,1.347045508,9:00,17:00,8,11.10%
興中路12巷,56.10114943,56.95862069,41.80229885,1.01528438,7:00,20:00,13,10.50%
興中路28巷,45.14712644,57.17931034,58.05057471,1.266510515,9:00,17:00,8,12.30%
興中路44巷,22.69195402,30.28735632,31.91724138,1.33471786,9:00,17:00,8,11.90%
興中路56巷,1.125,1.125,1,1,9:00,17:00,8,14.10%
秀明路1段,68.95,127.8,184.47,1.853517041,9:00,17:00,8,8.70%
秀明路2段,29.78,62.79,41.61,2.108462055,9:00,17:00,8,18.90%
秀山路,10.75,10.75,36.83333333,1,9:00,17:00,8,3.60%
徐州路,317.4218391,557.9448276,276.6390805,1.757739257,7:00,20:00,13,15.50%
許昌街（含機車）,143.2106509,143.2899408,112.1692308,1.00055366,9:00,17:00,8,16.00%
延吉街,81.74613003,158.2732198,54.28328173,1.936155507,7:00,20:00,13,22.40%
延平北路4段294巷,13.67824074,26.38657407,69.77314815,1.929091217,9:00,17:00,8,4.70%
延平北路4至5段1巷,66.94252874,104.0873563,206.8137931,1.554876374,9:00,17:00,8,6.30%
延平北路6段,10.55555556,18.05555556,14.77777778,1.710526316,9:00,17:00,8,15.30%
延平北路四段,49.61945231,90.14636449,85.00188857,1.816754525,9:00,17:00,8,13.30%
延平北路五段1巷廣場,70.35632184,202.7735632,269.4758621,2.882094429,9:00,17:00,8,9.40%
延平南路A（累進計時）,91.71615721,161.6135371,84.75545852,1.762105414,7:00,20:00,13,14.70%
延平南路B（計時）,137.2850575,153.4022989,113.108046,1.117399823,9:00,17:00,8,17.00%
延平南路C（含機車）,376.3106796,376.3980583,404.038835,1.000232198,9:00,17:00,8,11.60%
延壽街314巷,20.87096774,40.15437788,21.58986175,1.923934643,9:00,17:00,8,23.20%
延壽街330巷,24.89425287,57.74022989,29.13103448,2.319420076,9:00,17:00,8,24.80%
延壽街330巷16弄,10.27251732,29.03002309,10.77829099,2.825989209,9:00,17:00,8,33.70%
延壽街330巷7弄,10.30344828,23.21609195,5.696551724,2.253235163,9:00,17:00,8,50.90%
延壽街330巷8弄,17.2281106,44.79953917,22.09677419,2.600374482,9:00,17:00,8,25.30%
延壽街72巷,38.04723502,86.76152074,56.89516129,2.280363361,9:00,17:00,8,19.10%
延壽街A,31.93632287,67.22959641,32.48071749,2.105113876,7:00,20:00,13,15.90%
延壽街B,132.2384052,235.4052075,172.6590724,1.780157641,9:00,17:00,8,17.00%
研究院路1段101巷,34.88965517,74.1954023,269.1218391,2.126573104,9:00,17:00,8,3.40%
陽光街,43.35,92.94,63.62,2.143944637,9:00,17:00,8,18.30%
陽光街252巷,27.70293798,38.98585419,46.97388466,1.407282297,10:00,17:00,7,11.90%
陽光街321巷,96.53103448,143.4195402,174.816092,1.485735038,9:00,17:00,8,10.30%
陽光街345巷,41.68390805,42.12298851,75.84137931,1.010533572,9:00,17:00,8,6.90%
陽光街365巷,61.1862069,62.48045977,140.3413793,1.02115269,9:00,17:00,8,5.60%
一江街A,73.55057471,138.183908,44.24827586,1.878760412,7:00,20:00,13,24.00%
一江街B,25.52631579,39.35368421,13.49473684,1.541690722,7:00,20:00,13,22.40%
伊通街A,25.53355155,44.4410802,12.26104746,1.740497404,7:00,19:00,12,30.20%
伊通街B,44.2045977,81.45517241,24.13793103,1.842685527,7:00,20:00,13,26.00%
伊通街C,50.33793103,96.39770115,28,1.915011189,7:00,20:00,13,26.50%
逸仙公園西側無名巷,117.4654378,117.4654378,120.735023,1,9:00,17:00,8,12.20%
迎風廣場平面,27.08864697,11.50855365,235.533437,0.424847859,9:00,17:00,8,0.60%
迎風廣場七號水門堤外平面大車停車場,10.64345404,3.969359331,52.82451253,0.372939021,9:00,17:00,8,0.90%
永福街,24.64066194,43.81914894,40.44208038,1.778326777,9:00,17:00,8,13.50%
永吉路120巷,87.62298851,214.7172414,124.1724138,2.450466995,8:00,20:00,12,14.40%
永吉路127巷(含11弄),10.82,22.94,12.6,2.120147874,9:00,17:00,8,22.80%
永吉路A,106.1642157,170.2377451,70.89052288,1.603532264,7:00,20:00,13,18.50%
永吉路B,62.0159109,99.17661098,40.21400159,1.599212356,7:00,20:00,13,19.00%
永吉平面停車場,19.45261845,46.69825436,13.83167082,2.400615345,7:00,20:00,13,26.00%
雨農路,98.92643678,121.1586207,143.8091954,1.224734506,9:00,17:00,8,10.50%
雨聲街,190.4616114,291.6758294,275.3165877,1.531415319,9:00,17:00,8,13.20%
玉成街,14.62187088,35.53754941,14.44795784,2.430437917,9:00,17:00,8,30.70%
玉成街A,60.10526316,134.7894737,180.1578947,2.242556918,8:00,20:00,12,6.20%
玉門街,23.34963325,46.40831296,35.96210269,1.987539267,9:00,17:00,8,16.10%
玉門街(大型車),6.818681319,4.453296703,2.17032967,0.653102337,9:00,17:00,8,25.60%
育仁路,39.68686869,39.12121212,100.0707071,0.985747009,9:00,17:00,8,4.90%
裕民二路,59.33333333,59.33333333,129,1,9:00,17:00,8,5.70%
裕民二路33巷,38.24137931,60.73793103,48.68735632,1.588277728,9:00,17:00,8,15.60%
裕民二路49巷,21.95833333,28.33333333,27.625,1.290322581,9:00,17:00,8,12.80%
裕民六路,48.07628866,75.23092784,65.00824742,1.564823948,9:00,17:00,8,14.50%
裕民四路,6.818181818,6.545454545,11.09090909,0.96,9:00,17:00,8,7.40%
裕民一路,25.64137931,29.92873563,18.7954023,1.16720459,9:00,17:00,8,19.90%
園區街,58.32933333,120.1053333,51.19866667,2.059089766,7:00,20:00,13,18.00%
樟新街,24.84,44.96,27.84,1.809983897,9:00,17:00,8,20.20%
長安東路2段153巷,28.99195402,57.3091954,17.07701149,1.97672759,7:00,20:00,13,25.80%
長安東路二段A,30.47737226,43.75547445,14.69416058,1.435670834,7:00,20:00,13,22.90%
長安東路二段B,24.92325581,36.35930233,17.63372093,1.458850425,7:00,20:00,13,15.90%
長安東路二段C,18.1880531,22.90044248,7.615781711,1.259092568,7:00,20:00,13,23.10%
長安東路一段,47.05555556,85.6878655,39.78581871,1.8209936,7:00,20:00,13,16.60%
長安東路一段52巷,16.98158803,30.32911392,9.97698504,1.785999864,7:00,20:00,13,23.40%
長安西路A,36.34674175,60.52051488,30.11906677,1.665087762,8:00,17:00,9,22.30%
長安西路B,68.08178138,114.3967611,49.82753036,1.680284488,7:00,20:00,13,17.70%
長春路137巷,28.28045977,58.3954023,15.90344828,2.064867501,7:00,20:00,13,28.20%
長春路258巷,10.35862069,15.63448276,4.710344828,1.509320905,7:00,20:00,13,25.50%
長春路A,43.10028382,62.52034059,22.87322611,1.450578396,7:00,20:00,13,21.00%
長春路B,66.88770053,141.6791444,56.20320856,2.118164375,7:00,20:00,13,19.40%
長春路C,55.791019,91.24525043,32.85924007,1.635482772,7:00,19:00,12,23.10%
長春路D,52.07373654,93.64208782,32.03148302,1.798259431,7:00,20:00,13,22.50%
長春路E,57.70617284,94.81975309,37.00082305,1.64314749,7:00,20:00,13,19.70%
長春路F,90.79901559,155.6439705,58.01722724,1.714159228,7:00,20:00,13,20.60%
長春路G,66.04367816,80.89425287,62.3908046,1.224859898,7:00,17:00,10,13.00%
長春路H(大車),14.86542923,10.57540603,3.153132251,0.711409396,7:00,20:00,13,25.80%
長沙街二段,60.92592593,105.2777778,86.87581699,1.727963526,9:00,17:00,8,15.10%
長沙街一段（累進計時）,93.47471264,172.5045977,79.87816092,1.845468072,9:00,17:00,8,27.00%
長順、雙園堤外平面大型車,22.2147806,8.889145497,77.60046189,0.400145545,9:00,17:00,8,1.40%
長順、雙園堤外平面小型車,79.05069124,31.38133641,241.9182028,0.396977381,9:00,17:00,8,1.60%
長順街,13.86363636,16.95596591,31.39488636,1.223053279,9:00,16:00,7,7.70%
長順街60巷,18.85023041,7.02764977,44.21658986,0.372815059,9:00,17:00,8,2.00%
長順街底堤外,16.83796296,7.06712963,28.17592593,0.41971405,9:00,17:00,8,3.10%
長興街,19.15747126,37.88735632,23.24367816,1.977680446,9:00,17:00,8,20.40%
詔安街,36.80952381,67.64285714,113.7619048,1.837645537,9:00,17:00,8,7.40%
振華街,27.29380902,32.98740818,24.14795383,1.208604052,9:00,17:00,8,17.10%
振興街,4.547344111,7.817551963,4.697459584,1.719146775,9:00,17:00,8,20.80%
鎮江街,13.73214286,20.07142857,5.053571429,1.461638492,7:00,20:00,13,30.60%
鄭州路,364.2781609,364.2781609,414.8965517,1,9:00,17:00,8,11.00%
鄭州路143巷,11.65962441,27.85211268,14.15962441,2.388765855,9:00,17:00,8,24.60%
鄭州路26巷,9.831408776,26.80600462,23.80369515,2.726568006,9:00,17:00,8,14.10%
植福路,165.7251656,256.2533113,318.0645695,1.54625467,12:00,20:00,8,10.10%
植福路286巷,54.95660377,97.2245283,110.1169811,1.769114567,12:00,20:00,8,11.00%
指南路2段,9.16,12.47,6.79,1.361353712,9:00,17:00,8,23.00%
至誠公園旁無名巷,18.88888889,54.77777778,79.22222222,2.9,9:00,17:00,8,8.60%
至誠路二段,67.50689655,92.97356322,92.06896552,1.377245407,9:00,17:00,8,12.60%
至誠路一段,17.06651376,22.46788991,39.74082569,1.316489719,9:00,17:00,8,7.10%
至善公園平面,5.465430017,5.465430017,35.75885329,1,9:00,17:00,8,1.90%
至善路2段,18.86956522,18.86956522,25.73913043,1,9:00,17:00,8,9.20%
至善路二段,75.83278146,75.83278146,150.6854305,1,9:00,17:00,8,6.30%
至善路一段,30.98895028,30.98895028,76.89134438,1,9:00,17:00,8,5.00%
至善路一段A大車,12.3715342,12.3715342,10.45101664,1,9:00,17:00,8,14.80%
致遠三路,7.25,7.25,14,1,9:00,17:00,8,6.50%
致遠一路1段,8.048387097,7.338709677,14.14516129,0.911823647,9:00,17:00,8,6.50%
中華路二段,104.7245314,151.6992665,129.0138549,1.448555219,9:00,17:00,8,14.70%
中華路二段300巷13弄,14.14347826,31.51304348,19.42028986,2.228097141,9:00,17:00,8,20.30%
中華路二段315巷,7.272093023,10.49302326,5.48372093,1.442916533,9:00,17:00,8,23.90%
中華路二段364巷17弄及24弄,17.524,39.93733333,39.38666667,2.279007837,9:00,17:00,8,12.70%
中華路二段39巷,46.09195402,58.42528736,29.50344828,1.267581047,9:00,17:00,8,24.80%
中華路二段416巷,108.7203579,256.1029083,58.25279642,2.355611342,9:00,17:00,8,55.00%
中華路二段443巷,16.97011494,30.62528736,35.11264368,1.804659984,9:00,17:00,8,10.90%
中華路二段484巷,10.33140878,20.77598152,10.05080831,2.010953392,9:00,17:00,8,25.80%
中華路二段75巷,51.20314548,65.40366972,67.72870249,1.277336951,9:00,17:00,8,12.10%
中坡北路,30.0905764,57.55901189,20.98444648,1.912858403,9:00,17:00,8,34.30%
中坡南路,51.85103011,86.93026941,66.24088748,1.676538908,9:00,17:00,8,16.40%
中山北路5段6段,25.20689655,64.42298851,31.72183908,2.555768354,9:00,17:00,8,25.40%
中山北路7段,33,61.33333333,49.61111111,1.858585859,9:00,17:00,8,15.50%
中山北路二段39巷,32.2137931,56.44367816,15.27126437,1.75215871,7:00,20:00,13,28.40%
中山北路二段45巷,16.1954023,22.70574713,8.926436782,1.401987225,8:00,20:00,12,21.20%
中山北路二段77巷,113.4293103,229.3767241,77.2137931,2.02219976,7:00,20:00,13,22.90%
中山北路六段,230.1071038,339.6306011,238.8174863,1.475967475,9:00,17:00,8,17.80%
中山北路六段2巷,3.15437788,8.843317972,2.451612903,2.803506209,9:00,17:00,8,45.10%
中山北路六段405巷,46.06206897,59.4183908,27.02988506,1.289963567,9:00,17:00,8,27.50%
中山北路七段,106.9146341,153.6940133,91.70066519,1.437539534,9:00,17:00,8,21.00%
中山北路三段,7.409195402,17.36781609,4.957471264,2.344089358,9:00,17:00,8,43.80%
中山北路五段A,15.90552995,26.9124424,24.5483871,1.692017963,9:00,17:00,8,13.70%
中山北路五段B,46.31344471,79.58074781,45.90373906,1.718307682,7:00,20:00,13,13.30%
中山北路五段C機車,192.4953959,192.4953959,453.0644567,1,12:00,20:00,8,5.30%
中山北路一段,93.47465438,93.47465438,150.2488479,1,9:00,17:00,8,7.80%
中山北路一段53巷,47.34482759,98.07586207,36.99770115,2.071522214,7:00,20:00,13,20.40%
中山路,18.77777778,18.77777778,55.58333333,1,9:00,17:00,8,4.20%
中山南路（機車計次）,96.68045977,96.68045977,73.74482759,1,9:00,17:00,8,16.40%
中山南路2巷（機車計次）,312.3517241,312.3517241,282,1,9:00,17:00,8,13.80%
中山南路二巷臨時平面,163.8241167,205.1006144,149.8870968,1.251956174,9:00,17:00,8,17.10%
中央北路1段,10.16666667,9.5,14,0.93442623,9:00,17:00,8,8.50%
中央北路2段,37.88888889,37.61111111,98.66666667,0.992668622,9:00,17:00,8,4.80%
中正路,80.43083573,105.7723343,117.7982709,1.315071929,9:00,17:00,8,11.20%
中正路A,38.83271375,62.5260223,27.7239777,1.610137852,9:00,17:00,8,28.20%
忠誠路二段,161.7813901,255.5493274,166.514574,1.57959656,9:00,17:00,8,19.20%
忠誠路一段,114.5825991,183.6960352,128.4922907,1.603175671,9:00,17:00,8,17.90%
忠孝東路二段,31.41541353,25.43045113,36.07894737,0.809489619,12:00,20:00,8,8.80%
忠孝東路二段134巷,19.44845361,31.71262887,9.141752577,1.630598993,7:00,20:00,13,26.70%
忠孝東路三段,67.68855535,53.61350844,113.3883677,0.792061644,12:00,20:00,8,5.90%
忠孝東路三段251巷,34.77938144,72.09896907,22.4371134,2.073037705,13:00,20:00,7,45.90%
忠孝東路五段,73.1355102,112.9044898,60.83836735,1.543771138,7:00,20:00,13,14.30%
忠孝東路五段236巷27弄,27.76781609,65.09655172,25.40689655,2.344316582,7:00,20:00,13,19.70%
忠孝東路五段236巷45弄,11.58390805,25.91034483,5.131034483,2.236753324,7:00,20:00,13,38.80%
忠孝東路五段236巷57弄,18.89425287,41.21149425,12.73103448,2.181165592,7:00,20:00,13,24.90%
忠孝東路五段372巷28弄,27.74641834,64.4025788,18.82951289,2.321113234,7:00,9:00,2,171.00%
忠孝西路二段,71.05900383,125.9900383,88.50268199,1.77303412,9:00,17:00,8,17.80%
忠孝西路二段16巷,77.93456221,80.56774194,41.16866359,1.03378706,9:00,21:00,12,16.30%
忠孝西路橋下,17.94124424,49.12788018,16.26036866,2.738264946,9:00,17:00,8,37.80%
忠孝西路一段(機車計次)A,137.1843318,137.1843318,207.7603687,1,9:00,17:00,8,8.30%
忠孝西路一段(機車計次)B,117.2424942,117.2424942,123.8568129,1,9:00,17:00,8,11.80%
忠孝西路一段三角窗（機車計次）,59.64186047,59.64186047,111.4883721,1,9:00,17:00,8,6.70%
忠義街,63.25319149,88.65106383,73.45106383,1.401527128,9:00,17:00,8,15.10%
重慶北路3段223巷,9.471264368,13.40229885,5.620689655,1.415048544,9:00,17:00,8,29.80%
重慶北路4段,67.25790349,115.4816972,102.2595674,1.716998169,9:00,17:00,8,14.10%
重慶北路三段,42.53794179,45.77598753,50.55093555,1.076121354,9:00,17:00,8,11.30%
重慶北路一段,19.09672131,12.24098361,6.880327869,0.640999227,9:00,17:00,8,22.20%
重慶南路二段8巷,5.29787234,10.53191489,11.06382979,1.987951807,9:00,17:00,8,11.90%
重慶南路一段126巷,4.102372035,6.197253433,1.867665418,1.510651248,9:00,17:00,8,41.50%
重慶南路一段136巷（累進計時）,63.90163934,74.85714286,59.30444965,1.171443231,9:00,17:00,8,15.80%
重慶南路一段B,142.0933489,142.0933489,126.5950992,1,7:00,20:00,13,8.60%
重慶南路一段C,3.570967742,7.864516129,1.096774194,2.20234869,9:00,17:00,8,89.60%
重陽路,150.7467742,358.8290323,266.3153226,2.380343023,7:00,20:00,13,10.40%
重陽路125巷,17.1245283,33.04654088,41.21383648,1.92977817,9:00,17:00,8,10.00%
重陽路187巷,11.50132979,24.19680851,27.11835106,2.103827032,9:00,17:00,8,11.20%
重陽路57巷,26.20238095,67.86904762,55.35714286,2.590186279,9:00,17:00,8,15.30%
洲美快速道路橋下(大客車),2.679012346,3.843621399,19.18518519,1.434715822,9:00,17:00,8,2.50%
洲子街A,100.1241379,146.9747126,127.6183908,1.467924875,9:00,17:00,8,14.40%
洲子街B(機車),311.7954023,268.8988506,379.4712644,0.862420833,9:00,17:00,8,8.90%
朱崙街,132.3020408,249.195102,117.3518367,1.883531807,7:00,20:00,13,16.30%
珠海路,36.90277778,36.90277778,91.18055556,1,9:00,17:00,8,5.10%
莊敬路,171.0738413,260.3000786,111.0526316,1.521565638,7:00,20:00,13,18.00%
莊敬路239巷,3.899421965,8.805780347,2.03699422,2.258227098,9:00,17:00,8,54.00%
莊敬路325巷45弄,52.58390805,105.3770115,76.99310345,2.003978316,9:00,17:00,8,17.10%